content,score,score_reanotado_gemini,sentiment
"Três compras canceladas pela plataforma em menos de um mês, duas já foram e a próxima está com as mesmas características de cancelamento! Anunciam a gente compra pensando ""caramba que preço bom"", mas em seguida descobrimos que fomos enganados. Devolvem o dinheiro, mas isso não sana a frustração, perda de tempo e outras situações geradas por não cumprirem com suas OBRIGAÇÕES!",3,1,0
"A Amazon vem deixando muito a desejar, comprei um produto com prazo de entrega para 16/10, o produto não chegou e mudaram a data de entrega duas vezes alegando que se até 01/11 eu não recebesse o produto eu poderia solicitar o reembolso, fui olhar o status da entrega e pra minha surpresa aparecia que o produto havia sido entregue, e de acordo com o aplicativo quem recebeu fui eu, o que não aconteceu, pedi o reembolso e fiz uma nova compra e a situação está se repetindo, não compro mais na Amazon",1,1,0
"Primeira vez que baixei o App e fiz uma compra , me decepcionei pois eu poderia ter comprado em loja física da minha cidade mas optei pela Amazon no qual meu pedido não foi entregue , chegou na minha cidade e voltou ao remetente e não tive um esclarecimento sobre isso pois o rastreio dos produtos não atualizam , primeira e única vez não compro mais na Amazon e não recomendo, minha prima também comprou através de mim que indiquei o app a ela vamos ver se vai acontecer o mesmo com ela polegar para baixo.",1,1,0
"Amo esse aplicativo da Temu. Tem tudo que você precisa pra casa, decoração, roupas, calçados, enfim tudo. Já comprei várias coisas, os preços são bem bons, a entrega e bem rápido, fácil de navegar. Simplesmente maravilhoso",5,5,4
"Venho agora Parabenizar esse aplicativo Mercado Livre,pois mudou completamente Tudo e com toda certeza esse é o melhor aplicativo de compras e vendas do país! O cliente tem várias opções de compras,desde o mais caro ao mais barato por escrito no próprio anúncio do produto ou seja vc compra o caro por quer! PARABÉNS a plataforma melhorou MUITO MESMO e pra melhor! rosto com olhar maravilhado",5,5,4
"Estou começando a usar agora, já fiz 4 pedidos. Dois já chegaram. Produtos de excelente qualidade, adoro ler as opiniões sobre o produto. Preços bons, maior vantagem é que tem muita coisa bonita que não encontramos em lojas. O que eu achei ruim é não ter um campo onde possamos pergunta para o vendedor ou para quem já comprou o item. E também muitos produtos nacionais não tem as medidas das roupas, o que é essencial... No mais estou adorando!!",5,4,3
"O app é bom, mais pra vc ganhar seus itens ""grátis"" vc precisa jogar, mais o jogo fica cada vez difícil se tornando impossível, sem contar que vc precisa convidar amigos, pra obter a água e a ração, mas o ruim que tem LIMITES de 150, q dificulta mais ainda, Temu, se puder pelo menos tirar o limites de amizades, eu ficaria grato, pq querendo ou não, o jogo se torna mais impossível e humilhante. Grato!",3,3,2
"Esse aplicativo já foi bom,mas agora é só uma inclusa esses cupons não servem para nada ,e se vc compra mas de duas coisas numa compra só ,vc tem q pagar frete de qualquer jeito ,está uma decepção,precisei de compra coisas de matéria para minha filha e paguei mas caro que no valor de anúncio em tudo,está uma fraude.",2,1,0
"O aplicativo é bom, ruim estão sendo as entregas. Compro a anos com eles e hoje o entregador disse que não entrgou minha mercadoria porque não achou meu endereço.... Como assim, o endereço de entrega é o mesmo a mais de 20 anos. Essas informações deveriam ser revisadas por alguém e questionada ao entregador visto que a entrega é feita no mesmo local a anos e ninguém nunca teve problema. Nem me ligou para qualquer duvida. Muito descontente com essa parte de entrega.",2,2,1
"Só não dou 5 estrelas pq no app quando vc precisa entrar em contato, as mensagens são tds pre programadas e nem td que precisamos consta nas opções do menu, tinha que ter uma central de ajuda via mensagens ou WhatsApp, com suporte e atendentes humanos .",2,3,2
"Até então, não consegui fazer a retirada do tal ""gratuito"" de primeiro acesso ao app. o tal do Farmaland rouba bastante quando já estamos chegando na reta final para conseguir finalizar o pedido. Poderiam ser menos escancarados nessa parte. Podem ganhar muitos usuários, mas no inicial, para conquistar clientela, não estão fazendo bem segurando o item que tanto prometem. quase desistindo e desinstalando. Caso consiga ainda hoje, alterarei minhas estrelas, se não manterei. Mas comprarei testando.",2,2,1
"Compra com facilidade, escolhi a quantidade de 4 produtos porém ao chegar na forma de pagamento apareceu a opção para pagar apenas 1 produto. Retornei e refiz o processo de pagamento e apareceu então os valores dos 4 produtos, porém na entrega apareceu a entrega de 1 produto e depois a entrega de 3 produtos, ou seja 2 entregas para o mesmo endereço. Por favor verifiquem esta situação.",5,3,2
"Muito decepcionada com a shopee, nas últimas compras estou tendo problemas ,toda hora muda a data de entrega e o suporte da shopee não é capaz de verificar nada. Fica olhando o que o sistema fornece de informação e fica por isso mesmo porque está tudo desatualizado E quando coloca informações no APP, coloca informação falsa.",1,1,0
"Estou tendo problemas para ver as fotos, faz um tempo. A última atualização faz apenas 3 dias, até essa postagem. Espero que seja resolvido.",4,2,1
"Ultimamente, em toda compra, é preciso desabilitar a tela de inclusão de dados para ""aumentar a segurança"". Não incluirei nenhuma foto, documentos de identidade ou qualquer outro. Continuarei usando cartão virtual, se ficar muito incomodado, mudo de vez para os concorrentes, OLX, Shopee, Desapega etc. Também a busca está cada vez pior, você procura um produto e tem garimpar o que busca em meio a uma infinidade de ofertas inúteis. É uma cansativa perda de tempo.",2,2,1
"Excelente em todos os aspectos! Inclusive no reembolso! Recentemente tive um produto que veio com defeito e o reembolso foi imediato, sem falar que não houve necessidade de devolver o produto! Geralmente vem tudo em perfeito estado! Esse foi uma exceção mãos aplaudindo",5,5,4
"Para mim o melhor app de roupa da China. O app é facil de usar, está tudo em português e o valor é em moeda brasileira. Os produtos são de boa qualidade. Os preços são bons, além disso há vários meios de obter bons descontos pelo app. Já comprei várias vezes e até hoje não obtive problema. As entregas chegaram em menos de um mês na minha casa e bem embalado. Super recomendo!",5,5,4
"Não sei se ouviram meu comentario abaixo, mas, hoje tem esta opção, mudei para 5 estrelas! ""Se possível ler este comentário... Eu gostaria que pudesse ser possível colocar algo como umas pequenas fotos na hora de comentários sobre produto... Assim permitiria ter noção de uma roupa em vários tipos de corpos e o tamanho e dimensão de uma faca ou brinco... Ajudaria muito e certamente eu compraria mais... Obrigado atenção!""",5,5,4
"Decepcionada com o serviço de entrega! Dão um toque só pra dizer que ligou mesmo, e logo após coloca que não conseguiu entregar. Manda um SMS perguntando se pode buscar em tal lugar o produto e no mesmo instante da um toque pra pessoa e desliga e manda outro SMS afirmando que não foi possível encontrar o endereço. Aff... vai perder mais uma cliente! Não é a primeira vez que isso acontece!",1,1,0
"Tem que ter a opção de confirmação de entrega da mercadoria pelo destinatário porque por exemplo fiz uma compra e o status consta como pedido entregue e assinado por mim, sendo que ainda não recebi meu produto rosto pensativo rosto com sobrancelha levantada",3,2,1
"Baixei 2 vezes, mas não vi muita opção para o clima da minha terra. Aqui, o dia mais frio tem 28° C. Usei toda minha paciência pra o frete ser 200 % o valor do produto. Tem umas interferências do próprio app que desmotiva como uns jogos (como um desafio pra conseguir). Os D+ produtos que aparecem não são 3xclusivos, só os das propagandas da rede social.",2,2,1
"Adorei o app me distrai muito. Ele me deixa entretida, e quando eu estou triste eu compro coisas que ninguém compraria por ser caro. Gosto de também que ele tem variedade de coisas. Deem o like.",5,5,4
"Desinstalei o app. O cartão de crédito e a possibilidade de fazer qualquer compra pelo app ficam incrivelmente abertos. Se meu celular for furtado, o ladrão pode usar e abusar à vontade. Seria necessário informar o cartão de crédito a cada compra e, logo a seguir, exclui-lo. Antes de desinstalar, tentei simplesmente fazer logout, mas fiquei um tempão navegando pelos menus, sem encontrar uma forma de deslogar. Do jeito como está, sinto-me mais seguro acessando o site da Amazon por um navegador.",2,2,1
"O app é prático e muito fácil de utilizar, porém tem deixado a desejar com atrasos constantes nas entregas. Os pedidos fazem turismo pelo Brasil, passando por várias cidades e até estados diferentes antes de chegar ao destino. Vc não pode confiar na previsão de entrega q eles colocam no momento do pedido, pq nunca dá certo ...quase sempre chega bem depois, salvo algumas poucas exceções ...",4,2,1
"O app é bom mas tem entregadores que estão roubando as mercadorias, eu pedi 4 item e esses intem tá mais de 15 dias pra entregar e até hoje o entregador não apareceu, ao total foram 200 reais, fora que fui pedir reembolso eles não dão.",5,1,0
"Por mais que se desativem as notificações, elas continuam a aparecer 3 a 5 por minuto. Acaba por tornar-se incómodo.",2,2,1
"Ótima experiência com a Shopee, entrega rápida, produtos bons e é confiável. Depois que conheci a Shopee, só compro em loja física algo que seja emergente. Quando a compra dar erra por qualquer motivo, a devolução do valor é muito rápido, e os produtos chegam sempre antes do previsto ! Isso gera confiança.",5,5,4
"Ultimamente o aplicativo tem travado muito. Não o aplicativo em si (ele abre e fecha rápido), mas a navegação está horrível. Coloco pra pesquisar algo e demora pelo menos 30s pra carregar a pesquisa. Não era assim. E não é meu celular, porque os outros aplicativos estão normais.",4,2,1
"A Shopee e alguns entregadores de má-fé precisam ser investigados com urgência. Há quase um mês aguardo o reembolso de uma compra que devolvi, pois recebi com itens faltando,mas até agora estou sem o produto e sem meu dinheiro. Depois q devolvi o suporte parou de responder. Em outro caso, não recebi um produto, mas consta como entregue, sem nenhuma prova de entrega. Diante da falta de atendimento, irei acionar o Procon ou o judiciário para resolver essa situação a qual eu considero CRIMINOSA.",1,1,0
"Decepcionada com a plataforma. Sou usuária do Mercado Livre há anos,e acostumada com a eficiência e rapidez deles, achei que a Shoppee era igual...ledo engano! No momento da compra,informam um prazo para entrega de 3 dias.Ao efetuar o pagamento,colocam prazos absurdamente diferentes para cada produto!!! Efetuei as compras no dia 09/12/24, hoje dia 19/12/204 não chegou nada!!! E a cada dia de atraso,vão aumentando o prazo de entrega!! E para piorar,não há suporte,não tem nenhum botão de cancelar!",1,1,0
